100000000 561.442908
25 591.053227
50 588.179936
75 652.049719
100 589.553119
100 606.866083
250 628.685670
500 585.005718
750 578.075005
1000 588.320081
1000 579.688302
2500 581.111550
5000 575.122501
7500 591.034958
10000 583.873416
10000 582.708136
25000 580.947816
50000 595.356812
75000 598.930641
100000 593.944145
100000 591.658211
250000 579.713506
500000 558.890267
750000 555.420992
1000000 561.826160
1000000 552.832854
2500000 565.332670
5000000 546.672133
7500000 564.615135
10000000 562.190971
10000000 565.634854
25000000 560.995655
50000000 562.178329
75000000 562.113547
100000000 565.953377
