100000000 600.903759
25 661.679807
50 650.015438
75 622.977115
100 463.812212
100 627.120451
250 650.973857
500 653.827671
750 654.125416
1000 655.265055
1000 655.638822
2500 651.147648
5000 651.330016
7500 642.985973
10000 640.387306
10000 636.002849
25000 636.845323
50000 637.438009
75000 627.404344
100000 611.620795
100000 613.451770
250000 600.056405
500000 594.671741
750000 592.533191
1000000 588.688931
1000000 603.296412
2500000 602.052397
5000000 592.524123
7500000 602.247774
10000000 588.513973
10000000 590.195089
25000000 599.621040
50000000 600.259913
75000000 590.972307
100000000 589.918296
