Threads Tempo[s]
2	18.172
4	19.271
6	20.056
8	19.116
10	19.237
12	19.429
14	19.899
16	19.752
18	19.364
20	20.258
22	19.537
24	19.685
26	19.066
28	19.525
30	19.992
32	20.137
34	20.304
36	19.950
38	20.462
40	20.100
42	20.633
44	20.776
46	20.477
48	20.777
