Threads Tempo[s]
2	17.796
4	17.787
6	18.236
8	17.726
10	17.743
12	17.730
14	17.735
16	17.793
18	17.914
20	17.675
22	17.762
24	17.874
26	17.756
28	17.849
30	21.212
32	17.859
34	17.710
36	17.818
38	17.844
40	17.886
42	17.861
44	17.817
46	17.835
48	18.076
