Threads Tempo[s]
2	451.555
4	451.896
6	457.697
8	451.895
10	450.213
12	452.900
14	451.025
16	452.422
18	442.938
20	443.410
22	444.100
24	443.524
26	444.088
28	444.082
30	443.693
32	444.220
34	461.492
36	469.997
38	443.410
40	445.532
42	460.977
44	461.045
46	461.352
48	462.357
